Locus_name	Locus_TAIR_accession	InteractorLocus_name	InteractorLocus_TAIR_accession	Evidence_code	Evidence_description	TAIR_reference_id	PubMed_id	Date_updated	Annotated_by
AT3G51300	Locus:2080878	AT1G05560	Locus:2201031	IPI	yeast two-hybrid assay	Publication:501679482	PMID:11283335	5/3/06	TAIR
AT3G51770	Locus:2074343	AT5G65800	Locus:2169980	IPI	yeast two-hybrid assay	Publication:501712536	PMID:15118728	3/16/06	TAIR
AT3G52090	Locus:2083840	AT2G15430	Locus:2047168	IPI	Co-immunoprecipitation	Publication:4007	PMID:8617787	3/28/04	TAIR
AT3G54860	Locus:2082692	AT2G38020	Locus:2065674	IPI	Co-immunoprecipitation	Publication:501683327	PMID:12589039	5/4/04	TAIR
AT3G55270	Locus:2100601	AT3G45640	Locus:2085632	IPI	yeast two-hybrid assay	Publication:501682956	PMID:12456655	10/29/03	TAIR
AT3G55340	Locus:2100696	AT5G20020	Locus:2147715	IPI	yeast two-hybrid assay	Publication:501727347	PMID:18621982	5/22/09	BIOGRID
AT3G57290	Locus:2082593	AT3G56150	Locus:2078456	IPI	Co-immunoprecipitation	Publication:501675027	PMID:11029466	3/22/04	TAIR
AT3G61570	Locus:2082782	AT1G59750	Locus:2025991	IDA	in vitro reconstitution assay with recombinant protein	Publication:501724019	PMID:17307898	5/22/09	BIOGRID
AT3G62980	Locus:2099237	AT4G02570	Locus:2132377	IPI	Co-immunoprecipitation	Publication:1367	PMID:10398681	7/28/06	TAIR
AT4G00020	Locus:2126841	AT3G22880	Locus:2084558	IPI	yeast two-hybrid assay	Publication:501712122	PMID:15014444	5/22/09	BIOGRID
AT4G00020	Locus:2126841	AT5G20850	Locus:2147092	IPI	yeast two-hybrid assay	Publication:501712122	PMID:15014444	5/22/09	BIOGRID
AT4G01370	Locus:2124943	AT4G29810	Locus:2123909	IPI	split-reporter assay		PMID:18982020	5/22/09	BIOGRID
AT4G01420	Locus:2125162	AT5G07070	Locus:2169444	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT4G02440	Locus:2133259	AT1G20140	Locus:2198621	IPI	yeast two-hybrid assay	Publication:501718396	PMID:16412087	3/2/06	TAIR
AT4G02440	Locus:2133259	AT3G25650	Locus:2102370	IPI	fluorescence resonance energy transfer (FRET)	Publication:501718396	PMID:16412087	5/22/09	BIOGRID
AT4G02570	Locus:2132377	AT1G10230	Locus:2012823	IPI	yeast two-hybrid assay	Publication:501718396	PMID:16412087	5/22/09	BIOGRID
AT4G02640	Locus:2132372	AT4G20380	Locus:2128639	IDA	bioassay	Publication:501719976	PMID:16957775	8/7/07	TAIR
AT4G09570	Locus:2136917	AT1G76850	Locus:2030056	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT2G01250	Locus:2038741	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT2G20890	Locus:2051353	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT2G26640	Locus:2043849	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT2G36420	Locus:2044888	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT3G11960	Locus:2081576	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT3G13580	Locus:2086809	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT3G20290	Locus:2092419	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT3G21090	Locus:2092960	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT3G23820	Locus:2076066	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT3G42800	Locus:2099326	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT4G32070	Locus:2116677	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT5G03040	Locus:2143503	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G09570	Locus:2136917	AT5G43210	Locus:2169273	IPI	yeast two-hybrid assay	Publication:501729602	PMID:19130088	5/22/09	BIOGRID
AT4G11260	Locus:2128278	AT3G12580	Locus:2101222	IPI	fusion protein pull-down assay	Publication:501723792	PMID:18065690	2/21/08	TAIR
AT4G11260	Locus:2128278	AT5G02490	Locus:2181818	IPI	fusion protein pull-down assay	Publication:501723792	PMID:18065690	2/21/08	TAIR
AT4G11960	Locus:2118031	AT1G60950	Locus:2206061	IPI	split-reporter assay	Publication:501724018	PMID:18243102	2/7/08	TAIR
AT4G11960	Locus:2118031	AT4G02770	Locus:2140255	IPI	split-reporter assay	Publication:501724018	PMID:18243102	2/7/08	TAIR
AT4G11960	Locus:2118031	AT5G66190	Locus:2156917	IPI	split-reporter assay	Publication:501724018	PMID:18243102	2/7/08	TAIR
AT4G12610	Locus:2135560	AT5G58000	Locus:2174418	IPI	fusion protein pull-down assay	Publication:501719749	PMID:16905668	3/8/07	TAIR
AT4G14700	Locus:2130090	AT3G54710	Locus:2102460	IDA	in vitro reconstitution assay with recombinant protein	Publication:501728647	PMID:18818695	5/22/09	BIOGRID
AT4G16110	Locus:2130095	AT5G16050	Locus:2146147	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT4G16350	Locus:2130499	AT5G01820	Locus:2181057	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	2/7/05	TAIR
AT4G16420	Locus:2130609	AT4G25490	Locus:2131854	IPI	yeast two-hybrid assay	Publication:501679489	PMID:11266554	9/5/03	TAIR
AT4G17615	Locus:2129306	AT5G01810	Locus:2181047	IPI	yeast two-hybrid assay	Publication:501681757	PMID:12194854	6/13/06	TAIR
AT4G17750	Locus:2005495	AT3G13445	Locus:2092905	IDA	affinity capture	Publication:2068	PMID:9801140	6/9/06	TAIR
AT4G18710	Locus:2124082	AT5G62000	Locus:2174013	IDA	in vitro assay		PMID:18599455	5/22/09	BIOGRID
AT4G18960	Locus:2117144	AT5G24780	Locus:2184585	IPI	Co-purification	Publication:1546062	PMID:11689012	5/22/09	BIOGRID
AT4G21100	Locus:2127368	AT5G46210	Locus:2162060	IDA	in vitro reconstitution assay with recombinant protein	Publication:501719356	PMID:16792691	5/22/09	BIOGRID
AT4G21380	Locus:2141181	AT1G27910	Locus:2010424	IPI	yeast two-hybrid assay	Publication:501725140	PMID:18552232	5/22/09	BIOGRID
AT4G21380	Locus:2141181	AT3G07360	Locus:2079706	IPI	yeast two-hybrid assay	Publication:501725140	PMID:18552232	5/22/09	BIOGRID
AT4G21380	Locus:2141181	AT3G18710	Locus:2093974	IPI	yeast two-hybrid assay	Publication:501725140	PMID:18552232	5/22/09	BIOGRID
AT4G21670	Locus:2119053	AT1G22640	Locus:2009452	IPI	yeast two-hybrid assay	Publication:501725178	PMID:18541146	5/22/09	BIOGRID
AT4G21670	Locus:2119053	AT1G52890	Locus:2011531	IPI	yeast two-hybrid assay	Publication:501725178	PMID:18541146	5/22/09	BIOGRID
AT4G21670	Locus:2119053	AT2G28840	Locus:2053205	IPI	yeast two-hybrid assay	Publication:501725178	PMID:18541146	5/22/09	BIOGRID
AT4G21670	Locus:2119053	AT3G54290	Locus:2080325	IPI	yeast two-hybrid assay	Publication:501725178	PMID:18541146	5/22/09	BIOGRID
AT4G21670	Locus:2119053	AT4G28760	Locus:2117823	IPI	yeast two-hybrid assay	Publication:501725178	PMID:18541146	5/22/09	BIOGRID
AT4G22200	Locus:2132065	AT5G46240	Locus:2170468	IPI	yeast two-hybrid assay	Publication:501713073	PMID:15299147	5/9/06	TAIR
AT4G23430	Locus:2117969	AT3G23710	Locus:2095213	IDA	affinity capture	Publication:501712698	PMID:15180984	5/22/09	BIOGRID
AT4G24660	Locus:2121989	AT1G69600	Locus:2026734	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	4/6/06	TAIR
AT4G24660	Locus:2121989	AT1G75240	Locus:2025121	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	4/6/06	TAIR
AT4G24660	Locus:2121989	AT3G50890	Locus:2077957	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	4/6/06	TAIR
AT4G24660	Locus:2121989	AT5G65410	Locus:2168240	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	4/6/06	TAIR
AT4G25230	Locus:2122674	AT4G26090	Locus:2005517	IPI	yeast two-hybrid assay	Publication:501717674	PMID:16212605	6/13/06	TAIR
AT4G26090	Locus:2005517	AT1G72150	Locus:2207001	IDA	affinity capture	Publication:501729159	PMID:19000159	5/22/09	BIOGRID
AT4G26090	Locus:2005517	AT3G01290	Locus:2100242	IDA	affinity capture	Publication:501729159	PMID:19000159	5/22/09	BIOGRID
AT4G26090	Locus:2005517	AT3G14210	Locus:2087502	IDA	affinity capture	Publication:501729159	PMID:19000159	5/22/09	BIOGRID
AT4G26090	Locus:2005517	AT4G08850	Locus:2138268	IDA	affinity capture	Publication:501729159	PMID:19000159	5/22/09	BIOGRID
AT4G26090	Locus:2005517	AT4G30120	Locus:2126500	IDA	affinity capture	Publication:501729159	PMID:19000159	5/22/09	BIOGRID
AT4G26570	Locus:2133867	AT2G34180	Locus:2040824	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT4G26570	Locus:2133867	AT3G17510	Locus:2090537	IPI	yeast two-hybrid assay	Publication:1345965	PMID:11115898	2/17/06	TAIR
AT4G26570	Locus:2133867	AT4G14580	Locus:2129930	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT4G26570	Locus:2133867	AT4G18700	Locus:2124072	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT4G26570	Locus:2133867	AT5G10930	Locus:2183720	IPI	yeast two-hybrid assay	Publication:1345965	PMID:11115898	11/4/03	TAIR
AT4G27780	Locus:2137380	AT4G38580	Locus:2121199	IDA	in vitro reconstitution assay with recombinant protein		PMID:18823312	5/22/09	BIOGRID
AT4G28980	Locus:2119961	AT3G16270	Locus:2094887	IDA	affinity capture	Publication:501721421	PMID:17426018	5/22/09	BIOGRID
AT4G31920	Locus:2116587	AT5G03230	Locus:2143538	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT4G33430	Locus:2119260	AT5G19280	Locus:2150220	IPI	far-Western analysis	Publication:501720969	PMID:17302430	5/22/09	BIOGRID
AT4G34210	Locus:2124281	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT5G01630	Locus:2149800	AT5G45010	Locus:2155392	IPI	yeast two-hybrid assay	Publication:501718380	PMID:16415210	2/27/06	TAIR
AT5G01810	Locus:2181047	AT5G57050	Locus:2164610	IPI	yeast two-hybrid assay	Publication:501681757	PMID:12194854	3/2/06	TAIR
AT5G02030	Locus:2185183	AT1G62360	Locus:2027089	IPI	yeast two-hybrid assay	Publication:501712112	PMID:15019989	5/22/09	BIOGRID
AT5G03415	Locus:1005716177	AT2G36010	Locus:2039220	IPI	yeast two-hybrid assay	Publication:1346009	PMID:11108847	5/10/06	TAIR
AT5G03415	Locus:1005716177	AT5G22220	Locus:3685148	IPI	yeast two-hybrid assay	Publication:1346009	PMID:11108847	5/10/06	TAIR
AT5G03730	Locus:2144613	AT2G40940	Locus:2058500	IPI	yeast two-hybrid assay	Publication:142	PMID:10938361	5/2/06	TAIR
AT5G04470	Locus:2184422	AT5G67260	Locus:2157172	IPI	fluorescence resonance energy transfer (FRET)	Publication:501720385	PMID:17098811	3/28/07	TAIR
AT5G05000	Locus:2175259	AT4G02510	Locus:2132298	IDA	affinity capture	Publication:796	PMID:10646606	5/22/09	BIOGRID
AT5G11390	Locus:2148057	AT3G63130	Locus:2099207	IDA	affinity capture	Publication:501725058	PMID:18591351	5/22/09	BIOGRID
AT5G11390	Locus:2148057	AT5G19320	Locus:2150285	IPI	yeast two-hybrid assay	Publication:501725058	PMID:18591351	5/22/09	BIOGRID
AT5G14250	Locus:2145638	AT3G61140	Locus:2098851	IDA	affinity capture	Publication:1546067	PMID:11684663	5/22/09	BIOGRID
AT5G14750	Locus:2185470	AT5G41315	Locus:504954829	IPI	yeast two-hybrid assay	Publication:501722709	PMID:17644729	8/7/07	TAIR
AT5G16840	Locus:2148970	AT3G60600	Locus:2101766	IDA	co-fractionation	Publication:501728985	PMID:18845362	5/22/09	BIOGRID
AT5G17420	Locus:2178935	AT5G44030	Locus:2172457	IDA	affinity capture	Publication:501729408	PMID:19056734	5/22/09	BIOGRID
AT5G19330	Locus:2150295	AT2G31270	Locus:2042541	IDA	in vitro reconstitution assay with recombinant protein	Publication:501728647	PMID:18818695	5/22/09	BIOGRID
AT5G20020	Locus:2147715	AT5G58590	Locus:2178798	IPI	yeast two-hybrid assay	Publication:3495	PMID:9025305	8/29/03	TAIR
AT5G23880	Locus:2172843	AT5G01400	Locus:2179137	IDA	affinity capture	Publication:501719845	PMID:17008405	5/22/09	BIOGRID
AT5G24470	Locus:2184007	AT5G58350	Locus:2161278	IPI	yeast two-hybrid assay	Publication:501683074	PMID:12506983	5/22/09	BIOGRID
AT5G24520	Locus:2153914	AT3G27920	Locus:2086475	IPI	fusion protein pull-down assay	Publication:501724469	PMID:18434419	5/14/08	TAIR
AT5G25350	Locus:2145512	AT2G27050	Locus:2059247	IPI	yeast two-hybrid assay	Publication:501711622	PMID:14675532	5/11/06	TAIR
AT5G28640	Locus:2148810	AT4G09000	Locus:2122323	IPI	yeast two-hybrid assay	Publication:501712996	PMID:15326298	5/11/06	TAIR
AT5G35750	Locus:2177261	AT1G22450	Locus:2009497	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT1G33140	Locus:2196646	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT1G65430	Locus:2206315	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT1G69840	Locus:2196749	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT2G15300	Locus:2049108	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT2G33430	Locus:2051003	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT3G09130	Locus:2095314	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT3G10020	Locus:2100123	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT3G18990	Locus:2085849	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT3G52920	Locus:2085231	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT4G27130	Locus:2136462	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT4G39820	Locus:2135227	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G07010	Locus:2169344	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G08790	Locus:504956335	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G11490	Locus:2144276	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G42080	Locus:2165805	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G42650	Locus:2165452	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G52410	Locus:2156687	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G35750	Locus:2177261	AT5G62740	Locus:2170698	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G37055	Locus:505006661	AT3G33520	Locus:2102202	IPI	yeast two-hybrid assay	Publication:501724077	PMID:18296430	5/22/09	BIOGRID
AT5G39760	Locus:2167052	AT1G69600	Locus:2026734	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G39760	Locus:2167052	AT5G65410	Locus:2168240	IPI	yeast two-hybrid assay	Publication:501718353	PMID:16428600	3/27/06	TAIR
AT5G42970	Locus:2159961	AT1G71230	Locus:2032288	IDA	affinity capture	Publication:501715696	PMID:12724535	5/22/09	BIOGRID
AT5G44200	Locus:2167649	AT3G61897	Locus:1009023238	IDA	affinity capture	Publication:501729032	PMID:18829588	5/22/09	BIOGRID
AT5G46240	Locus:2170468	AT1G44750	Locus:2194814	IPI	yeast one-hybrid assay	Publication:501713073	PMID:15299147	5/18/06	TAIR
AT5G51545	Locus:1009023492	ATCG00280	Locus:504954652	IPI	yeast two-hybrid assay	Publication:501722818	PMID:17601825	9/4/07	TAIR
AT5G55630	Locus:2162162	AT5G10450	Locus:2142489	IDA	in vitro reconstitution assay with recombinant protein	Publication:501722843	PMID:17764516	5/22/09	BIOGRID
AT5G55990	Locus:2161760	AT3G17510	Locus:2090537	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	5/11/04	TAIR
AT5G55990	Locus:2161760	AT4G30960	Locus:2126749	IPI	yeast two-hybrid assay	Publication:1045743	PMID:11230129	3/2/06	TAIR
AT5G56760	Locus:2164996	AT3G04940	Locus:2114804	IDA	affinity capture	Publication:501723873	PMID:18223034	5/22/09	BIOGRID
AT5G56760	Locus:2164996	AT3G22460	Locus:2077041	IDA	affinity capture	Publication:501723873	PMID:18223034	5/22/09	BIOGRID
AT5G56760	Locus:2164996	AT3G59760	Locus:2080417	IDA	affinity capture	Publication:501723873	PMID:18223034	5/22/09	BIOGRID
AT5G56760	Locus:2164996	AT4G14880	Locus:2130419	IDA	affinity capture	Publication:501723873	PMID:18223034	5/22/09	BIOGRID
AT5G58040	Locus:2155806	AT1G30460	Locus:2028175	IPI	yeast two-hybrid assay	Publication:501718102	PMID:16282318	5/18/06	TAIR
AT5G58230	Locus:2161253	AT3G12280	Locus:2082194	IDA	in vitro reconstitution assay with recombinant protein	Publication:501727509	PMID:18700816	5/22/09	BIOGRID
AT5G61210	Locus:2159426	AT3G11820	Locus:2081476	IDA	in vitro reconstitution assay with recombinant protein	Publication:501727553	PMID:18678865	5/22/09	BIOGRID
AT5G61380	Locus:2163198	AT2G18915	Locus:505006254	IPI	yeast two-hybrid assay	Publication:501713042	PMID:15310821	5/22/09	BIOGRID
AT5G62920	Locus:2170723	AT5G63460	Locus:2167381	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G62920	Locus:2170723	AT5G65630	Locus:2155715	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT5G63310	Locus:2161922	AT2G26300	Locus:2005529	IDA	in vitro reconstitution assay with recombinant protein		PMID:18823588	5/22/09	BIOGRID
AT5G65310	Locus:2168225	AT2G46680	Locus:2062754	IDA	affinity capture	Publication:501680370	PMID:11247607	7/16/08	TAIR
AT5G65310	Locus:2168225	AT3G61890	Locus:2079542	IDA	in vitro reconstitution assay with recombinant protein	Publication:501680370	PMID:11247607	5/22/09	BIOGRID
AT1G01060	Locus:2200970	AT3G60250	Locus:2081937	IDA	in vitro reconstitution assay with recombinant protein	Publication:1062	PMID:10535927	5/22/09	BIOGRID
AT1G02090	Locus:2205593	AT3G61140	Locus:2098851	IDA	in vitro reconstitution assay with recombinant protein	Publication:501728948	PMID:18854373	5/22/09	BIOGRID
AT1G02840	Locus:2024770	AT5G55990	Locus:2161760	IDA	in vitro reconstitution assay with recombinant protein	Publication:501680090	PMID:11577192	5/22/09	BIOGRID
AT1G03430	Locus:2020868	AT1G10470	Locus:2194584	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT1G04310	Locus:2018259	AT1G66340	Locus:2201552	IDA	affinity capture	Publication:501725082	PMID:18577522	5/22/09	BIOGRID
AT1G06950	Locus:2007437	AT3G23710	Locus:2095213	IDA	affinity capture	Publication:501712698	PMID:15180984	5/22/09	BIOGRID
AT1G10210	Locus:2012808	AT4G29810	Locus:2123909	IPI	yeast two-hybrid assay	Publication:1893	PMID:9878570	3/17/04	TAIR
AT1G12360	Locus:2034670	AT1G08560	Locus:2025620	IDA	in vitro binding assay	Publication:501679396	PMID:11157980	2/17/06	TAIR
AT1G14400	Locus:2012622	AT1G55255	Locus:505006186	IPI	yeast two-hybrid assay	Publication:501728967	PMID:18849490	5/22/09	BIOGRID
AT1G15570	Locus:2196563	AT3G48750	Locus:2099478	IPI	Co-immunoprecipitation	Publication:501718383	PMID:16415207	2/28/06	TAIR
AT1G16610	Locus:2017948	AT1G55310	Locus:2035651	IPI	Co-immunoprecipitation	Publication:922	PMID:10593939	5/11/06	TAIR
AT1G19050	Locus:2011286	AT1G68790	Locus:2012423	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT1G20020	Locus:2198651	AT1G60950	Locus:2206061	IDA	affinity capture	Publication:501719177	PMID:	6/14/06	TAIR
AT1G22710	Locus:2199633	AT1G09960	Locus:2024422	IPI	yeast two-hybrid assay	Publication:501705868	PMID:12689351	3/3/06	TAIR
AT1G23860	Locus:2199837	AT1G02840	Locus:2024770	IDA	in vitro reconstitution assay with recombinant protein		PMID:18674533	5/22/09	BIOGRID
AT1G26670	Locus:2200595	AT4G02195	Locus:505006427	IPI	Co-immunoprecipitation	Publication:1546235	PMID:11739776	2/17/06	TAIR
AT1G27320	Locus:2015964	AT5G43560	Locus:2158387	IPI	yeast two-hybrid assay	Publication:501727302	PMID:18642946	5/22/09	BIOGRID
AT1G28050	Locus:2010504	AT1G08970	Locus:2036034	IPI	yeast two-hybrid assay	Publication:501720277	PMID:17138697	5/22/09	BIOGRID
AT1G28480	Locus:2032574	AT5G06950	Locus:2169394	IPI	split-reporter assay	Publication:501721499	PMID:17397508	11/12/07	TAIR
AT1G29170	Locus:2030000	AT2G22640	Locus:2066055	IPI	yeast two-hybrid assay	Publication:501721068	PMID:17267444	4/30/07	TAIR
AT1G29260	Locus:2029939	AT3G07560	Locus:2079621	IPI	yeast two-hybrid assay	Publication:501719295	PMID:16813573	6/19/07	TAIR
AT1G30950	Locus:2015766	AT1G10940	Locus:2197379	IDA	affinity capture	Publication:501706031	PMID:12724534	5/22/09	BIOGRID
AT1G31880	Locus:2034486	AT1G54180	Locus:2014345	IPI	yeast two-hybrid assay	Publication:501718792	PMID:16514016	6/12/06	TAIR
AT1G57820	Locus:2009420	AT1G01370	Locus:2035252	IPI	fusion protein pull-down assay	Publication:501720721	PMID:17242155	3/30/07	TAIR
